"MechanisticTarget","MT_NCIm_term","asid","aid","anm","acid","acnm","aeid","aenm"
,,13,409,"Tanguay_ZF_120hpf",941,"Tanguay_ZF_120hpf_AXIS",1374,"Tanguay_ZF_120hpf_AXIS"
,,13,409,"Tanguay_ZF_120hpf",942,"Tanguay_ZF_120hpf_EYE",1375,"Tanguay_ZF_120hpf_EYE"
,,13,409,"Tanguay_ZF_120hpf",943,"Tanguay_ZF_120hpf_SNOU",1376,"Tanguay_ZF_120hpf_SNOU"
,,13,409,"Tanguay_ZF_120hpf",944,"Tanguay_ZF_120hpf_JAW",1377,"Tanguay_ZF_120hpf_JAW"
,,13,409,"Tanguay_ZF_120hpf",945,"Tanguay_ZF_120hpf_OTIC",1378,"Tanguay_ZF_120hpf_OTIC"
,,13,409,"Tanguay_ZF_120hpf",946,"Tanguay_ZF_120hpf_PE",1379,"Tanguay_ZF_120hpf_PE"
,,13,409,"Tanguay_ZF_120hpf",947,"Tanguay_ZF_120hpf_BRAI",1380,"Tanguay_ZF_120hpf_BRAI"
,,13,409,"Tanguay_ZF_120hpf",948,"Tanguay_ZF_120hpf_SOMI",1381,"Tanguay_ZF_120hpf_SOMI"
,,13,409,"Tanguay_ZF_120hpf",949,"Tanguay_ZF_120hpf_PFIN",1382,"Tanguay_ZF_120hpf_PFIN"
,,13,409,"Tanguay_ZF_120hpf",950,"Tanguay_ZF_120hpf_CFIN",1383,"Tanguay_ZF_120hpf_CFIN"
,,13,409,"Tanguay_ZF_120hpf",951,"Tanguay_ZF_120hpf_PIG",1384,"Tanguay_ZF_120hpf_PIG"
,,13,409,"Tanguay_ZF_120hpf",952,"Tanguay_ZF_120hpf_CIRC",1385,"Tanguay_ZF_120hpf_CIRC"
,,13,409,"Tanguay_ZF_120hpf",953,"Tanguay_ZF_120hpf_TRUN",1386,"Tanguay_ZF_120hpf_TRUN"
,,13,409,"Tanguay_ZF_120hpf",954,"Tanguay_ZF_120hpf_SWIM",1387,"Tanguay_ZF_120hpf_SWIM"
,,13,409,"Tanguay_ZF_120hpf",955,"Tanguay_ZF_120hpf_NC",1388,"Tanguay_ZF_120hpf_NC"
,,13,409,"Tanguay_ZF_120hpf",956,"Tanguay_ZF_120hpf_TR",1389,"Tanguay_ZF_120hpf_TR"
,,13,409,"Tanguay_ZF_120hpf",1061,"Tanguay_ZF_120hpf_ActivityScore",1797,"Tanguay_ZF_120hpf_ActivityScore"
,,14,428,"STM_H9_secretome",1023,"STM_H9_C13Cystine_area",1674,"STM_H9_C13Cystine_area"
,,14,428,"STM_H9_secretome",1024,"STM_H9_C13Ornithine_area",1676,"STM_H9_C13Ornithine_area"
,,14,428,"STM_H9_secretome",1025,"STM_H9_Cystine_area",1678,"STM_H9_Cystine_area"
,,14,428,"STM_H9_secretome",1026,"STM_H9_CystineISnorm",1680,"STM_H9_CystineISnorm"
,,14,428,"STM_H9_secretome",1028,"STM_H9_Ornithine_area",1684,"STM_H9_Ornithine_area"
,,14,428,"STM_H9_secretome",1029,"STM_H9_OrnithineISnorm",1686,"STM_H9_OrnithineISnorm"
,,14,428,"STM_H9_secretome",1031,"STM_H9_OrnCyssISnorm_ratio",1690,"STM_H9_OrnCyssISnorm_ratio"
,,14,428,"STM_H9_secretome",1032,"STM_H9_OrnCyssISnorm_prediction",1692,"STM_H9_OrnCyssISnorm_prediction"
,,15,431,"BRL_CHO_IVMN",1062,"BRL_CHO_micronucleus_freq",1798,"BRL_CHO_micronucleus_freq"
,,15,431,"BRL_CHO_IVMN",1063,"BRL_CHO_hypodiploid_freq",1799,"BRL_CHO_hypodiploid_freq"
,,15,431,"BRL_CHO_IVMN",1064,"BRL_CHO_relative_survival",1800,"BRL_CHO_relative_survival"
,,15,432,"BRL_CHO_S9_IVMN",1065,"BRL_CHO_S9_micronucleus_freq",1801,"BRL_CHO_S9_micronucleus_freq"
,,15,432,"BRL_CHO_S9_IVMN",1066,"BRL_CHO_S9_hypodiploid_freq",1802,"BRL_CHO_S9_hypodiploid_freq"
,,15,432,"BRL_CHO_S9_IVMN",1067,"BRL_CHO_S9_relative_survival",1803,"BRL_CHO_S9_relative_survival"
,,16,445,"ArunA_CellTiter_hNP",1129,"ArunA_CellTiter_hNP",1825,"ArunA_CellTiter_hNP"
,,16,446,"ArunA_CellTiter_hNC",1130,"ArunA_CellTiter_hNC",1826,"ArunA_CellTiter_hNC"
,,16,447,"ArunA_Migration_hNP",1131,"ArunA_Migration_hNP",1827,"ArunA_Migration_hNP"
,,16,448,"ArunA_Migration_hNC",1132,"ArunA_Migration_hNC",1829,"ArunA_Migration_hNC"
,,16,449,"ArunA_NOG",1133,"ArunA_NOG_NucleusCount",1831,"ArunA_NOG_NucleusCount"
,,16,449,"ArunA_NOG",1134,"ArunA_NOG_NeuriteLength",1833,"ArunA_NOG_NeuriteLength"
,,16,449,"ArunA_NOG",1135,"ArunA_NOG_NeuritesPerNeuron",1835,"ArunA_NOG_NeuritesPerNeuron"
,,16,449,"ArunA_NOG",1136,"ArunA_NOG_BranchPointsPerNeurite",1838,"ArunA_NOG_BranchPointsPerNeurite"
,,17,412,"CCTE_Simmons_CellTiterGLO_HEK293T",964,"CCTE_Simmons_CellTiterGLO_HEK293T",1509,"CCTE_Simmons_CellTiterGLO_HEK293T"
,,17,413,"CCTE_Simmons_QuantiLum_inhib",965,"CCTE_Simmons_QuantiLum_inhib",1510,"CCTE_Simmons_QuantiLum_inhib"
,,17,453,"CCTE_Simmons_QuantiLum_inhib_2",1146,"CCTE_Simmons_QuantiLum_inhib_2",1848,"CCTE_Simmons_QuantiLum_inhib_2"
,,17,685,"CCTE_Deisenroth_AIME_384WELL",2466,"CCTE_Deisenroth_AIME_384WELL_LUC_Active",2488,"CCTE_Deisenroth_AIME_384WELL_LUC_Active"
,,17,685,"CCTE_Deisenroth_AIME_384WELL",2467,"CCTE_Deisenroth_AIME_384WELL_CTox_Active",2489,"CCTE_Deisenroth_AIME_384WELL_CTox_Active"
,,17,685,"CCTE_Deisenroth_AIME_384WELL",2468,"CCTE_Deisenroth_AIME_384WELL_LUC_Inactive",2490,"CCTE_Deisenroth_AIME_384WELL_LUC_Inactive"
,,17,685,"CCTE_Deisenroth_AIME_384WELL",2469,"CCTE_Deisenroth_AIME_384WELL_CTox_Inactive",2491,"CCTE_Deisenroth_AIME_384WELL_CTox_Inactive"
,,17,685,"CCTE_Deisenroth_AIME_384WELL",2470,"CCTE_Deisenroth_AIME_384WELL_LUC_Shift",2492,"CCTE_Deisenroth_AIME_384WELL_LUC_Shift"
,,17,869,"CCTE_Deisenroth_5AR NBTE",2841,"CCTE_Deisenroth_5AR NBTE_autofluor",3072,"CCTE_Deisenroth_5AR NBTE_autofluor"
,,17,869,"CCTE_Deisenroth_5AR NBTE",2842,"CCTE_Deisenroth_5AR NBTE_donor",3074,"CCTE_Deisenroth_5AR NBTE_donor"
,,17,869,"CCTE_Deisenroth_5AR NBTE",2843,"CCTE_Deisenroth_5AR NBTE_acceptor",3076,"CCTE_Deisenroth_5AR NBTE_acceptor"
,,17,869,"CCTE_Deisenroth_5AR NBTE",2844,"CCTE_Deisenroth_5AR NBTE_ratio",3078,"CCTE_Deisenroth_5AR NBTE_ratio"
,,17,875,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo",2855,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo_Sox17",3094,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo_Sox17"
,,17,875,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo",2856,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo_Sox2",3095,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo_Sox2"
,,17,875,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo",2857,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo_Bra",3096,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo_Bra"
,,17,875,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo",2858,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo_CellCount",3098,"CCTE_Deisenroth_DEVTOX_RUES2-GLR_Endo_CellCount"
,,18,438,"CCTE_Hunter_MHC",1115,"CCTE_Hunter_MHC_CellCount",1807,"CCTE_Hunter_MHC_CellCount"
,,18,438,"CCTE_Hunter_MHC",1116,"CCTE_Hunter_MHC_MHCvCellCount",1809,"CCTE_Hunter_MHC_MHCvCellCount"
,,18,439,"CCTE_Hunter_GSC",1117,"CCTE_Hunter_GSC_CellCount",1811,"CCTE_Hunter_GSC_CellCount"
,,18,439,"CCTE_Hunter_GSC",1118,"CCTE_Hunter_GSC_GSCvCellCount",1813,"CCTE_Hunter_GSC_GSCvCellCount"
,,19,535,"OTVALA_ER_ERaERa_0480",1805,"OTVALA_ER_ERaERa_0480_CellCount",1859,"OTVALA_ER_ERaERa_0480_CellCount"
,,19,535,"OTVALA_ER_ERaERa_0480",1806,"OTVALA_ER_ERaERa_0480_CorCoef",1861,"OTVALA_ER_ERaERa_0480_CorCoef"
,,19,536,"OTVALA_ER_ERaERa_1440",1807,"OTVALA_ER_ERaERa_1440_CellCount",1863,"OTVALA_ER_ERaERa_1440_CellCount"
,,19,536,"OTVALA_ER_ERaERa_1440",1808,"OTVALA_ER_ERaERa_1440_CorCoef",1865,"OTVALA_ER_ERaERa_1440_CorCoef"
,,19,538,"OTVALA_ER_ERbERb_0480",1809,"OTVALA_ER_ERbERb_0480_CellCount",1867,"OTVALA_ER_ERbERb_0480_CellCount"
,,19,538,"OTVALA_ER_ERbERb_0480",1810,"OTVALA_ER_ERbERb_0480_CorCoef",1869,"OTVALA_ER_ERbERb_0480_CorCoef"
,,19,537,"OTVALA_ER_ERbERb_1440",1811,"OTVALA_ER_ERbERb_1440_CellCount",1871,"OTVALA_ER_ERbERb_1440_CellCount"
,,19,537,"OTVALA_ER_ERbERb_1440",1812,"OTVALA_ER_ERbERb_1440_CorCoef",1873,"OTVALA_ER_ERbERb_1440_CorCoef"
,,19,539,"OTVALA_AR_ARSRC1_0960",1813,"OTVALA_AR_ARSRC1_0960_CellCount",1875,"OTVALA_AR_ARSRC1_0960_CellCount"
,,19,539,"OTVALA_AR_ARSRC1_0960",1814,"OTVALA_AR_ARSRC1_0960_CorCoef",1877,"OTVALA_AR_ARSRC1_0960_CorCoef"
,,19,540,"OTVALA_AR_ARSRC1_0480",1815,"OTVALA_AR_ARSRC1_0480_CellCount",1879,"OTVALA_AR_ARSRC1_0480_CellCount"
,,19,540,"OTVALA_AR_ARSRC1_0480",1816,"OTVALA_AR_ARSRC1_0480_CorCoef",1881,"OTVALA_AR_ARSRC1_0480_CorCoef"
,,19,541,"OTVALA_ERa_GFPERaERE_0060",1817,"OTVALA_ERa_GFPERaERE_0060_CellCount",1883,"OTVALA_ERa_GFPERaERE_0060_CellCount"
,,19,541,"OTVALA_ERa_GFPERaERE_0060",1818,"OTVALA_ERa_GFPERaERE_0060_DotArea",1885,"OTVALA_ERa_GFPERaERE_0060_DotArea"
,,19,541,"OTVALA_ERa_GFPERaERE_0060",1819,"OTVALA_ERa_GFPERaERE_0060_DotApi",1887,"OTVALA_ERa_GFPERaERE_0060_DotApi"
,,19,542,"OTVALA_ERa_GFPERaERE_0480",1820,"OTVALA_ERa_GFPERaERE_0480_CellCount",1889,"OTVALA_ERa_GFPERaERE_0480_CellCount"
,,19,542,"OTVALA_ERa_GFPERaERE_0480",1821,"OTVALA_ERa_GFPERaERE_0480_DotArea",1891,"OTVALA_ERa_GFPERaERE_0480_DotArea"
,,19,542,"OTVALA_ERa_GFPERaERE_0480",1822,"OTVALA_ERa_GFPERaERE_0480_DotApi",1893,"OTVALA_ERa_GFPERaERE_0480_DotApi"
,,19,543,"OTVALA_AR_GFPhyperspec_0360",1823,"OTVALA_AR_GFPhyperspec_0360_CellCount",1895,"OTVALA_AR_GFPhyperspec_0360_CellCount"
,,19,543,"OTVALA_AR_GFPhyperspec_0360",1824,"OTVALA_AR_GFPhyperspec_0360_ARTransloc",1897,"OTVALA_AR_GFPhyperspec_0360_ARTransloc"
,,19,543,"OTVALA_AR_GFPhyperspec_0360",1825,"OTVALA_AR_GFPhyperspec_0360_Hyperspec",1899,"OTVALA_AR_GFPhyperspec_0360_Hyperspec"
,,19,544,"OTVALA_AR_GFPhyperspec_1080",1826,"OTVALA_AR_GFPhyperspec_1080_CellCount",1901,"OTVALA_AR_GFPhyperspec_1080_CellCount"
,,19,544,"OTVALA_AR_GFPhyperspec_1080",1827,"OTVALA_AR_GFPhyperspec_1080_ARTransloc",1903,"OTVALA_AR_GFPhyperspec_1080_ARTransloc"
,,19,544,"OTVALA_AR_GFPhyperspec_1080",1828,"OTVALA_AR_GFPhyperspec_1080_Hyperspec",1905,"OTVALA_AR_GFPhyperspec_1080_Hyperspec"
,,20,877,"CCTE_Shafer_MEA_acute",1916,"CCTE_Shafer_MEA_MFR",2033,"CCTE_Shafer_MEA_MFR"
,,20,877,"CCTE_Shafer_MEA_acute",1917,"CCTE_Shafer_MEA_LDH",2035,"CCTE_Shafer_MEA_LDH"
,,20,877,"CCTE_Shafer_MEA_acute",1918,"CCTE_Shafer_MEA_AB",2036,"CCTE_Shafer_MEA_AB"
,,20,877,"CCTE_Shafer_MEA_acute",2447,"CCTE_Shafer_MEA_acute_spike_number",2454,"CCTE_Shafer_MEA_acute_spike_number"
,,20,877,"CCTE_Shafer_MEA_acute",2448,"CCTE_Shafer_MEA_acute_firing_rate_mean",2456,"CCTE_Shafer_MEA_acute_firing_rate_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2449,"CCTE_Shafer_MEA_acute_burst_number",2458,"CCTE_Shafer_MEA_acute_burst_number"
,,20,877,"CCTE_Shafer_MEA_acute",2450,"CCTE_Shafer_MEA_acute_burst_duration_mean",2460,"CCTE_Shafer_MEA_acute_burst_duration_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2451,"CCTE_Shafer_MEA_acute_per_burst_spike_number_mean",2462,"CCTE_Shafer_MEA_acute_per_burst_spike_number_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2452,"CCTE_Shafer_MEA_acute_interburst_interval_mean",2464,"CCTE_Shafer_MEA_acute_interburst_interval_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2453,"CCTE_Shafer_MEA_acute_burst_percentage_mean",2466,"CCTE_Shafer_MEA_acute_burst_percentage_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2454,"CCTE_Shafer_MEA_acute_burst_percentage_std",2468,"CCTE_Shafer_MEA_acute_burst_percentage_std"
,,20,877,"CCTE_Shafer_MEA_acute",2455,"CCTE_Shafer_MEA_acute_per_network_burst_spike_number_mean",2470,"CCTE_Shafer_MEA_acute_per_network_burst_spike_number_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2456,"CCTE_Shafer_MEA_acute_per_network_burst_spike_number_std",2472,"CCTE_Shafer_MEA_acute_per_network_burst_spike_number_std"
,,20,877,"CCTE_Shafer_MEA_acute",2457,"CCTE_Shafer_MEA_acute_per_network_burst_electrodes_number_mean",2474,"CCTE_Shafer_MEA_acute_per_network_burst_electrodes_number_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2458,"CCTE_Shafer_MEA_acute_network_burst_percentage",2476,"CCTE_Shafer_MEA_acute_network_burst_percentage"
,,20,877,"CCTE_Shafer_MEA_acute",2459,"CCTE_Shafer_MEA_acute_cross_correlation_area",2478,"CCTE_Shafer_MEA_acute_cross_correlation_area"
,,20,877,"CCTE_Shafer_MEA_acute",2460,"CCTE_Shafer_MEA_acute_cross_correlation_HWHM",2480,"CCTE_Shafer_MEA_acute_cross_correlation_HWHM"
,,20,877,"CCTE_Shafer_MEA_acute",2461,"CCTE_Shafer_MEA_acute_synchrony_index",2482,"CCTE_Shafer_MEA_acute_synchrony_index"
,,20,573,"CCTE_Shafer_MEA_dev",2483,"CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean",2518,"CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2495,"CCTE_Shafer_MEA_acute_LDH",2540,"CCTE_Shafer_MEA_acute_LDH"
,,20,877,"CCTE_Shafer_MEA_acute",2496,"CCTE_Shafer_MEA_acute_AB",2541,"CCTE_Shafer_MEA_acute_AB"
,,20,877,"CCTE_Shafer_MEA_acute",2775,"CCTE_Shafer_MEA_acute_active_electrodes_number",2961,"CCTE_Shafer_MEA_acute_active_electrodes_number"
,,20,877,"CCTE_Shafer_MEA_acute",2776,"CCTE_Shafer_MEA_acute_burst_duration_IQR_mean",2963,"CCTE_Shafer_MEA_acute_burst_duration_IQR_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2777,"CCTE_Shafer_MEA_acute_burst_duration_IQR_std",2965,"CCTE_Shafer_MEA_acute_burst_duration_IQR_std"
,,20,877,"CCTE_Shafer_MEA_acute",2778,"CCTE_Shafer_MEA_acute_burst_duration_std",2967,"CCTE_Shafer_MEA_acute_burst_duration_std"
,,20,877,"CCTE_Shafer_MEA_acute",2779,"CCTE_Shafer_MEA_acute_burst_frequency_mean",2969,"CCTE_Shafer_MEA_acute_burst_frequency_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2780,"CCTE_Shafer_MEA_acute_burst_frequency_std",2971,"CCTE_Shafer_MEA_acute_burst_frequency_std"
,,20,877,"CCTE_Shafer_MEA_acute",2781,"CCTE_Shafer_MEA_acute_bursting_electrodes_number",2973,"CCTE_Shafer_MEA_acute_bursting_electrodes_number"
,,20,877,"CCTE_Shafer_MEA_acute",2782,"CCTE_Shafer_MEA_acute_cross_correlation_area_normalized",2975,"CCTE_Shafer_MEA_acute_cross_correlation_area_normalized"
,,20,877,"CCTE_Shafer_MEA_acute",2783,"CCTE_Shafer_MEA_acute_cross_correlation_HWHM_normalized",2977,"CCTE_Shafer_MEA_acute_cross_correlation_HWHM_normalized"
,,20,877,"CCTE_Shafer_MEA_acute",2784,"CCTE_Shafer_MEA_acute_firing_rate_mean_weighted",2979,"CCTE_Shafer_MEA_acute_firing_rate_mean_weighted"
,,20,877,"CCTE_Shafer_MEA_acute",2788,"CCTE_Shafer_MEA_acute_inter-network_burst_interval_CV",2981,"CCTE_Shafer_MEA_acute_inter-network_burst_interval_CV"
,,20,877,"CCTE_Shafer_MEA_acute",2785,"CCTE_Shafer_MEA_acute_interburst_interval_CV_mean",2983,"CCTE_Shafer_MEA_acute_interburst_interval_CV_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2786,"CCTE_Shafer_MEA_acute_interburst_interval_CV_std",2985,"CCTE_Shafer_MEA_acute_interburst_interval_CV_std"
,,20,877,"CCTE_Shafer_MEA_acute",2787,"CCTE_Shafer_MEA_acute_interburst_interval_std",2987,"CCTE_Shafer_MEA_acute_interburst_interval_std"
,,20,877,"CCTE_Shafer_MEA_acute",2789,"CCTE_Shafer_MEA_acute_interspike_interval_CV",2989,"CCTE_Shafer_MEA_acute_interspike_interval_CV"
,,20,877,"CCTE_Shafer_MEA_acute",2790,"CCTE_Shafer_MEA_acute_mean_interspike_interval_within_burst_mean",2991,"CCTE_Shafer_MEA_acute_mean_interspike_interval_within_burst_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2791,"CCTE_Shafer_MEA_acute_mean_interspike_interval_within_burst_std",2993,"CCTE_Shafer_MEA_acute_mean_interspike_interval_within_burst_std"
,,20,877,"CCTE_Shafer_MEA_acute",2792,"CCTE_Shafer_MEA_acute_median_interspike_interval_within_burst_mean",2995,"CCTE_Shafer_MEA_acute_median_interspike_interval_within_burst_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2793,"CCTE_Shafer_MEA_acute_median_interspike_interval_within_burst_std",2997,"CCTE_Shafer_MEA_acute_median_interspike_interval_within_burst_std"
,,20,877,"CCTE_Shafer_MEA_acute",2794,"CCTE_Shafer_MEA_acute_network_burst_duration_IQR",2999,"CCTE_Shafer_MEA_acute_network_burst_duration_IQR"
,,20,877,"CCTE_Shafer_MEA_acute",2795,"CCTE_Shafer_MEA_acute_network_burst_duration_mean",3001,"CCTE_Shafer_MEA_acute_network_burst_duration_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2796,"CCTE_Shafer_MEA_acute_network_burst_duration_std",3003,"CCTE_Shafer_MEA_acute_network_burst_duration_std"
,,20,877,"CCTE_Shafer_MEA_acute",2797,"CCTE_Shafer_MEA_acute_network_burst_frequency",3005,"CCTE_Shafer_MEA_acute_network_burst_frequency"
,,20,877,"CCTE_Shafer_MEA_acute",2798,"CCTE_Shafer_MEA_acute_network_burst_number",3007,"CCTE_Shafer_MEA_acute_network_burst_number"
,,20,877,"CCTE_Shafer_MEA_acute",2799,"CCTE_Shafer_MEA_acute_per_burst_spike_number_std",3009,"CCTE_Shafer_MEA_acute_per_burst_spike_number_std"
,,20,877,"CCTE_Shafer_MEA_acute",2800,"CCTE_Shafer_MEA_acute_per_network_burst_electrodes_number_std",3011,"CCTE_Shafer_MEA_acute_per_network_burst_electrodes_number_std"
,,20,877,"CCTE_Shafer_MEA_acute",2801,"CCTE_Shafer_MEA_acute_per_network_burst_mean_spikes_per_electrode_mean",3013,"CCTE_Shafer_MEA_acute_per_network_burst_mean_spikes_per_electrode_mean"
,,20,877,"CCTE_Shafer_MEA_acute",2802,"CCTE_Shafer_MEA_acute_per_network_burst_mean_spikes_per_electrode_std",3015,"CCTE_Shafer_MEA_acute_per_network_burst_mean_spikes_per_electrode_std"
,,20,573,"CCTE_Shafer_MEA_dev",2819,"CCTE_Shafer_MEA_dev_burst_rate_DIV12",3034,"CCTE_Shafer_MEA_dev_burst_rate_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2820,"CCTE_Shafer_MEA_dev_interburst_interval_mean_DIV12",3036,"CCTE_Shafer_MEA_dev_interburst_interval_mean_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2821,"CCTE_Shafer_MEA_dev_burst_duration_mean_DIV12",3038,"CCTE_Shafer_MEA_dev_burst_duration_mean_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2822,"CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12",3040,"CCTE_Shafer_MEA_dev_per_burst_interspike_interval_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2823,"CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12",3042,"CCTE_Shafer_MEA_dev_firing_rate_mean_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2824,"CCTE_Shafer_MEA_dev_mutual_information_norm_DIV12",3044,"CCTE_Shafer_MEA_dev_mutual_information_norm_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2825,"CCTE_Shafer_MEA_dev_bursting_electrodes_number_DIV12",3046,"CCTE_Shafer_MEA_dev_bursting_electrodes_number_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2826,"CCTE_Shafer_MEA_dev_active_electrodes_number_DIV12",3048,"CCTE_Shafer_MEA_dev_active_electrodes_number_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2827,"CCTE_Shafer_MEA_dev_spike_duration_mean_DIV12",3050,"CCTE_Shafer_MEA_dev_spike_duration_mean_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2828,"CCTE_Shafer_MEA_dev_network_spike_duration_std_DIV12",3052,"CCTE_Shafer_MEA_dev_network_spike_duration_std_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2829,"CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_DIV12",3054,"CCTE_Shafer_MEA_dev_inter_network_spike_interval_mean_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2830,"CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12",3056,"CCTE_Shafer_MEA_dev_per_network_spike_spike_number_mean_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2831,"CCTE_Shafer_MEA_dev_network_spike_number_DIV12",3058,"CCTE_Shafer_MEA_dev_network_spike_number_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2832,"CCTE_Shafer_MEA_dev_network_spike_peak_DIV12",3060,"CCTE_Shafer_MEA_dev_network_spike_peak_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2833,"CCTE_Shafer_MEA_dev_per_network_spike_spike_percent_DIV12",3062,"CCTE_Shafer_MEA_dev_per_network_spike_spike_percent_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2834,"CCTE_Shafer_MEA_dev_per_burst_spike_percent_DIV12",3064,"CCTE_Shafer_MEA_dev_per_burst_spike_percent_DIV12"
,,20,573,"CCTE_Shafer_MEA_dev",2835,"CCTE_Shafer_MEA_dev_correlation_coefficient_mean_DIV12",3066,"CCTE_Shafer_MEA_dev_correlation_coefficient_mean_DIV12"
,,22,602,"TH_Transport",2022,"MCT8",2141,"MCT8"
,,23,603,"Alb_HumA_ABT_02d",2036,"Alb_HumA_ABT_02d",2168,"Alb_HumA_ABT_02d"
,,23,604,"Alb_HumA_ABT_07d",2037,"Alb_HumA_ABT_07d",2169,"Alb_HumA_ABT_07d"
,,23,605,"Alb_HumA_ABT_14d",2038,"Alb_HumA_ABT_14d",2170,"Alb_HumA_ABT_14d"
,,23,606,"Alb_HumA_noABT_02d",2039,"Alb_HumA_noABT_02d",2171,"Alb_HumA_noABT_02d"
,,23,607,"Alb_HumA_noABT_07d",2040,"Alb_HumA_noABT_07d",2172,"Alb_HumA_noABT_07d"
,,23,608,"Alb_HumA_noABT_14d",2041,"Alb_HumA_noABT_14d",2173,"Alb_HumA_noABT_14d"
,,23,609,"Alb_HumB_ABT_02d",2042,"Alb_HumB_ABT_02d",2174,"Alb_HumB_ABT_02d"
,,23,610,"Alb_HumB_ABT_07d",2043,"Alb_HumB_ABT_07d",2175,"Alb_HumB_ABT_07d"
,,23,611,"Alb_HumB_ABT_14d",2044,"Alb_HumB_ABT_14d",2176,"Alb_HumB_ABT_14d"
,,23,612,"Alb_HumB_noABT_02d",2045,"Alb_HumB_noABT_02d",2177,"Alb_HumB_noABT_02d"
,,23,613,"Alb_HumB_noABT_07d",2046,"Alb_HumB_noABT_07d",2178,"Alb_HumB_noABT_07d"
,,23,614,"Alb_HumB_noABT_14d",2047,"Alb_HumB_noABT_14d",2179,"Alb_HumB_noABT_14d"
,,23,615,"Alb_HumC_ABT_02d",2048,"Alb_HumC_ABT_02d",2180,"Alb_HumC_ABT_02d"
,,23,616,"Alb_HumC_ABT_07d",2049,"Alb_HumC_ABT_07d",2181,"Alb_HumC_ABT_07d"
,,23,617,"Alb_HumC_ABT_14d",2050,"Alb_HumC_ABT_14d",2182,"Alb_HumC_ABT_14d"
,,23,618,"Alb_HumC_noABT_02d",2051,"Alb_HumC_noABT_02d",2183,"Alb_HumC_noABT_02d"
,,23,619,"Alb_HumC_noABT_07d",2052,"Alb_HumC_noABT_07d",2184,"Alb_HumC_noABT_07d"
,,23,620,"Alb_HumC_noABT_14d",2053,"Alb_HumC_noABT_14d",2185,"Alb_HumC_noABT_14d"
,,23,621,"Alb_RatA_ABT_02d",2054,"Alb_RatA_ABT_02d",2186,"Alb_RatA_ABT_02d"
,,23,622,"Alb_RatA_ABT_07d",2055,"Alb_RatA_ABT_07d",2187,"Alb_RatA_ABT_07d"
,,23,623,"Alb_RatA_ABT_14d",2056,"Alb_RatA_ABT_14d",2188,"Alb_RatA_ABT_14d"
,,23,624,"Alb_RatA_noABT_02d",2057,"Alb_RatA_noABT_02d",2189,"Alb_RatA_noABT_02d"
,,23,625,"Alb_RatA_noABT_07d",2058,"Alb_RatA_noABT_07d",2190,"Alb_RatA_noABT_07d"
,,23,626,"Alb_RatA_noABT_14d",2059,"Alb_RatA_noABT_14d",2191,"Alb_RatA_noABT_14d"
